mark,publication_date,file_text,author,title,год попадания,автор/авторы,книга,цикл,аннотация,оценка *,оценка цифрой,этап,№ обзора,Ссылка на выпуск обзора,Ссылка на роман,HC,Перенесено в этот файл из других источников,Комментарии переносов,Редакция строки,автор2,автор3,линк,номер,время,Ссылка на выпуск обзора.1,"год попадания, из исходной редакции, без ""округления""",Unnamed: 22,Unnamed: 23,Unnamed: 24,Служебные отметки,LC,link_domain,num_pers
-,-,Мелик_Валерий_Корнет_из_нашего_времени_(3_части).txt,Мелик Валерий,Корнет из нашего времени (3 части),1905,Мелик Валерий,Корнет из нашего времени (3 части),Корнет из нашего времени,Наемный убийца вселяется в тело корнета-однофамильца в 1905 год.,***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/m/melik_w_l/,,,#Н/Д,1905.0,,,,+++++,,samlib.ru,1
5.12*67,27/10/2012,Дешкин_Игорь_2._И_никто_кроме_нас_-_2.txt,Дешкин Игорь,2. И никто кроме нас - 2,1904,Дешкин Игорь,2. И никто кроме нас - 2,И никто кроме нас,"Научный прогресс идет вперед, а если ученые проведут эксперимент, не изучив всех 'побочных' эффектов? Эксперимент с группой кораблей ТОФ приводит к катастрофе. Они умерли для всех, пропали в боевом походе. Родные и близкие их похоронили. А они, несколько сотен офицеров, матросов, ученых и техников, воюют. Воюют за Россию. И неважно как она называется - Российская империя или Советский Союз, княжество, царство или федерация, Родина у нас одна и она воюет, значит и мы должны выступить в ее защиту. Все остальное потом, обустроиться, обжиться можно и после войны, а сейчас... Сейчас главное - победить!",***,3,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/d/deshkin_i_e/iniktokromenas-11.shtml,,,#Н/Д,1904.0,,,,+++++,,samlib.ru,270
-,06/01/2012,Ерзылёв_Александр_И_тогда_вода_нам_как_земля.txt,Ерзылёв Александр,И тогда вода нам как земля,1904,Ерзылёв Александр,И тогда вода нам как земля,,"Еще один попаданец в РЯВ, Отличие только в количестве захваченных с собой роялей.",**,2,пишется,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/e/erzylew_a_s/nawejanodojnikowymkorotinymizhesnimi.shtml,,,#Н/Д,1904.0,,,,+++++,,samlib.ru,228
3.27*22,06/02/2012,Карасов_Алексей_Снова_Варяг-3.txt,Карасов Алексей,Снова Варяг-3,1904,Карасов Алексей,Снова Варяг-3,,"Вдохновлённый Дойниковым решил написать, как я представляю победу в войне, когда руководство страны думает о своих гражданах, а не о том, что напишут в продажных газетах за границами.",***,3,пишется,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/k/karasow_a_w/cusers123documents-26.shtml,,,#Н/Д,1904.0,,,,+++++,,samlib.ru,132
7.51*26,18/07/2020,Коротин_Вячеслав_Море_в_огне.txt,Коротин Вячеслав,Море в огне,1904,Коротин Вячеслав,Море в огне,,Наш человек попал в адмирала Вирениуса.,***,3,пишется,67,ссылка на обзор,ссылка,OK,,,,,,http://samlib.ru/k/korotin_w_j/morewogne.shtml,,,https://zen.yandex.ru/media/backinussr/novosti-janra-popadancy-v-proshloe-67-5f16f3fdce17e82ee68b86e4,1904.0,,,,+++++,,samlib.ru,179
4.19*37,27/03/2016,Мыльников_Алексей_Владимирович_Тяжело_быть_моряком..txt,Мыльников Алексей Владимирович,Тяжело быть моряком.,1904,Мыльников Алексей Владимирович,Тяжело быть моряком.,,"Попаданец в конце 19-го века, очередная попытка переиграть РЯВ",**,2,пишется,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/m/mylxnikow_a_w/korabli.shtml,,,#Н/Д,1904.0,,,,+++++,,samlib.ru,59
5.01*58,19/09/2018,Смакотин_Станислав_3._Немой_пророк.txt,Смакотин Станислав,3. Немой пророк,1904,Смакотин Станислав,3. Немой пророк,Цусимский синдром,"Упавший за борт турист вытащен на броненосец ""Князь Суворовъ"" незадолго до Цусимского сражения.",****,4,пишется,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/s/semak/4.shtml,1.0,,#Н/Д,1904.0,,,,+++++,,samlib.ru,337
5.66*6,10/09/2017,Милитаров_Алекс_Авелан.txt,Милитаров Алекс,Авелан,1903,Милитаров Алекс,Авелан,,"Немного необычный вселенец в Управляющего Морским Министерством Фёдора Карловича Авелана. 1903 год. В одном броненосце типа ""Бородино"" 1300000 штук заклёпок. В этой книге их больше.",***,3,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/m/militarow_a/awelan.shtml,,,#Н/Д,1903.0,,,,+++++,,samlib.ru,22
7.10*80,08/01/2012,Самохин_Валерий_Мой_милый_жандарм.txt,Самохин Валерий,Мой милый жандарм,1903,Самохин Валерий,Мой милый жандарм,,Из 21-го века прямым ходом на скамью подсудимых.,****,4,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/s/samohin_w_g/n.shtml,,,#Н/Д,1903.0,,,,+++++,,samlib.ru,212
2.79*72,23/04/2010,Турундаевский_Андрей_1._Книга_1..txt,Турундаевский Андрей,1. Книга 1.,1903,Турундаевский Андрей,1. Книга 1.,Путь домой,Эксперимент в ЦЕРНе привел к неожиданному результату. Три человека из нашего времени оказались в 1903 году. Как пойдет история дальше? Кто прав - ученый-коммунист или офицер-монархист?,***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/t/turundaewskij_a_n/p0107.shtml,,,#Н/Д,1903.0,,,,+++++,,samlib.ru,635
4.70*7,11/10/2013,Турундаевский_Андрей_2._Книга_2..txt,Турундаевский Андрей,2. Книга 2.,1903,Турундаевский Андрей,2. Книга 2.,Путь домой,Эксперимент в ЦЕРНе привел к неожиданному результату. Три человека из нашего времени оказались в 1903 году. Как пойдет история дальше? Кто прав - ученый-коммунист или офицер-монархист?,***,3,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/t/turundaewskij_a_n/k2.shtml,,,#Н/Д,1903.0,,,,+++++,,samlib.ru,58
3.79*184,23/06/2017,Балкаров_Михаил_1._Часть_I.txt,Балкаров Михаил,1. Часть I,1900,Балкаров Михаил,1. Часть I,Главная последовательность сна бабочки,Попаданец из высокотехнологичного мира с двумя лунами угодил в 1900 й год в Японию. Впереди война с Россией.,***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/b/balkarow_m_a/jp_ai00.shtml,,,#Н/Д,1900.0,,,,+++++,,samlib.ru,207
4.23*44,07/02/2018,Балкаров_Михаил_2._Часть_II.txt,Балкаров Михаил,2. Часть II,1900,Балкаров Михаил,2. Часть II,Главная последовательность сна бабочки,Попаданец из высокотехнологичного мира с двумя лунами угодил в 1900 й год в Японию. Впереди война с Россией.,***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/b/balkarow_m_a/jp_ai01.shtml,,,#Н/Д,1900.0,,,,+++++,,samlib.ru,227
4.22*13,01/04/2018,Балкаров_Михаил_3._Часть_III.txt,Балкаров Михаил,3. Часть III,1900,Балкаров Михаил,3. Часть III,Главная последовательность сна бабочки,Попаданец из высокотехнологичного мира с двумя лунами угодил в 1900 й год в Японию. Впереди война с Россией.,***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/b/balkarow_m_a/jp_ai02.shtml,,,#Н/Д,1900.0,,,,+++++,,samlib.ru,31
4.34*166,22/04/2014,Богатырев_Александр_1._Два_дурака_на_чемодан_алмазов.txt,Богатырев Александр,1. Два дурака на чемодан алмазов,1900,Богатырев Александр,1. Два дурака на чемодан алмазов,Два дурака на чемодан алмазов,"Два дурака, перегруженные мифами современной пропаганды, но ""вооружённые"" чемоданом алмазов, да ещё суперкомпом попадают в 1900 год.",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,просмотрено pesh 14/02/23,,,http://samlib.ru/k/krysolow/almazforidiots.shtml,,,#Н/Д,1900.0,,,,+++++,,samlib.ru,241
5.20*110,21/10/2014,Богатырев_Александр_2._Самолёт_для_валькирии.txt,Богатырев Александр,2. Самолёт для валькирии,1900,Богатырев Александр,2. Самолёт для валькирии,Два дурака на чемодан алмазов,"Два дурака, перегруженные мифами современной пропаганды, но ""вооружённые"" чемоданом алмазов, да ещё суперкомпом попадают в 1900 год.",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,просмотрено pesh 14/02/23,,,http://samlib.ru/k/krysolow/almazforidiots2.shtml,,,#Н/Д,1900.0,,,,+++++,,samlib.ru,179
5.22*114,26/11/2015,Богатырев_Александр_3._Серые_Ангелы.txt,Богатырев Александр,3. Серые Ангелы,1900,Богатырев Александр,3. Серые Ангелы,Два дурака на чемодан алмазов,"Два дурака, перегруженные мифами современной пропаганды, но ""вооружённые"" чемоданом алмазов, да ещё суперкомпом попадают в 1900 год.",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,просмотрено pesh 14/02/23,,,http://samlib.ru/k/krysolow/almazforidiots3.shtml,,,#Н/Д,1900.0,,,,+++++,,samlib.ru,260
4.84*28,06/02/2021,Поселягин_Владимир_1._Прапорщики_по_Адмиралтейству.txt,Поселягин Владимир,1. Прапорщики по Адмиралтейству,1899,Поселягин Владимир,1. Прапорщики по Адмиралтейству,Близнецы,"Попасть в прошлое, это становится уже обыденностью для любителей альтернативной истории, и надо сказать, что Мартын Скоробогатов был один из любителей таких историй. Однако попасть самому, погибнув от банальной сливовой косточки, задохнувшись, это не было в его планах. Самое печальное, что Мартына можно смело называть ""диванным воякой"", не ошибёшься. Что ж, 1899 год, попаданец один, но что его ожидало на месте, тот и представить не мог. Однако это не помешало его планам поучаствовать в Русско-Японской войне. Скорее даже помогло",**,2,закончено,226,ссылка на обзор,ссылка,OK,07.02.23 16:50 ИВМ,,цикл pesh 18/2,,,"http://samlib.ru/p/poseljagin_w_g/praporshikipoadmiraltejstwu.shtml
",,,https://dzen.ru/a/Ypb1XdEW4mmfMzAX?&,1899.0,,,,+++++,,samlib.ru,86
6.48*94,01/04/2015,Казакевич_Максим_2._Двое_из_будущего_1901-....txt,Казакевич Максим,2. Двое из будущего 1901-...,1898,Казакевич Максим,2. Двое из будущего 1901-...,Двое из будущего,"Я повелся на деньги. На легкие и быстрые деньги, как самый последний дурак. Мой лучший друг показал мне путь и позвал за собой туда... в прошлое. Я должен был всего лишь ему помочь, донести драгоценный груз до места и вернуться назад. А за это я бы становился свободным человеком, человеком, который может не думать о деньгах. И я пошел за лучшим другом в прошлое в 1898 год, в Империю Николая II.",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/k/kazakewich_m_w/dvoe_1901.shtml,,,#Н/Д,1898.0,,,,+++++,,samlib.ru,115
7.51*27,23/02/2016,Климова_Алиса_(Луиза-Франсуаза_де_Ла_Бом_Ле_Блан)_2._Вотъ_Вамъ_молотъ.txt,Климова Алиса (Луиза-Франсуаза де Ла Бом Ле Блан),2. Вотъ Вамъ молотъ,1898,Климова Алиса (Луиза-Франсуаза де Ла Бом Ле Блан),2. Вотъ Вамъ молотъ,Серпомъ по недостаткамъ,"Продолжение к Серпомъ по недостаткамъ. Книга вторая повествует об еще одной попытке простого студента, попавшего в прошлое, поднять экономику России на рубеже XIX-XX веков, после первой неудачной. Оказалось, что развитие сельского хозяйства без полномасштабного развития промышленности было бессмысленно.",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/l/luizafransuaza/molot1.shtml,,,#Н/Д,1898.0,,,,+++++,,samlib.ru,21
8.25*15,25/08/2019,Климова_Алиса_(Луиза-Франсуаза_де_Ла_Бом_Ле_Блан)_3._Звезда_пленительного.txt,Климова Алиса (Луиза-Франсуаза де Ла Бом Ле Блан),3. Звезда пленительного,1898,Климова Алиса (Луиза-Франсуаза де Ла Бом Ле Блан),3. Звезда пленительного,Серпомъ по недостаткамъ,"Продолжение к Серпомъ по недостаткамъ и Вотъ вамъ молотъ. Книга третья повествует об очередной попытке простого студента, попавшего в прошлое, поднять экономику России на рубеже XIX–XX веков, после очередной неудачной. Как оказалось, полномасштабное развитие промышленности без изменения социально-экономического базиса так же бессмысленно, как и развитие сельского хозяйства без полномасштабного развития промышленности. Еще раз спасаем Россию?",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/l/luizafransuaza/zvezda1.shtml,,,#Н/Д,1898.0,,,,+++++,,samlib.ru,46
8.58*16,09/02/2020,Климова_Алиса_(Луиза-Франсуаза_де_Ла_Бом_Ле_Блан)_4._Уроки_ирокезского.txt,Климова Алиса (Луиза-Франсуаза де Ла Бом Ле Блан),4. Уроки ирокезского,1898,Климова Алиса (Луиза-Франсуаза де Ла Бом Ле Блан),4. Уроки ирокезского,Серпомъ по недостаткамъ,"Студент попадает в конец 19 века и пытается обустроить Россию. Первые три попытки не привели к успеху миссии: сначала свои ошибки, потом чужие, затем случайность.",***,3,закончено,34,ссылка на обзор,ссылка,OK,,,,,,http://samlib.ru/l/luizafransuaza/uroki01.shtml,,,https://author.today/post/71443,1898.0,,,,+++++,,samlib.ru,33
7.31*13,27/06/2018,Чернов_Кирилл_Испано-американская_война_в_мире_императора_Владимира.txt,Чернов Кирилл,Испано-американская война в мире императора Владимира,1898,Чернов Кирилл,Испано-американская война в мире императора Владимира,,"Это ветка от ""Императора Владимира"" Максимова Р.И Попаданец вмешивается в испано-американскую войну. Почти все действующие лица реальные.",**,2,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/c/chernow_k_n/war1898.shtml,,,#Н/Д,1898.0,,,,+++++,,samlib.ru,335
4.31*64,09/01/2019,Чернов_Кирилл_Суданская_Альтернатива.txt,Чернов Кирилл,Суданская Альтернатива,1898,Чернов Кирилл,Суданская Альтернатива,,"Попаданец (вернее подселенец) в голову Абдалла́ха ибн аль-Саи́д Муха́ммед аль-Таиша, по прозвищу Халифа, ученика Муха́ммада А́хмада, Махди Суданского во время войны с англичанами.",**,2,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/c/chernow_k_n/sudan-15.shtml,,,#Н/Д,1898.0,,,,+++++,,samlib.ru,2361
-,18/01/2018,Максимов_Рустам_Император_Владимир.txt,Максимов Рустам,Император Владимир,1897,Максимов Рустам,Император Владимир,,"Вселенцы из первой половины 21-го века в великого князя Владимира Александровича, третьего сына императора Александра Второго, и в адмирала Алексеева",***,3,пишется,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/m/maksimow_r_i/imperatorwladimir.shtml,,,#Н/Д,1897.0,,,,+++++,,samlib.ru,520
4.28*66,24/07/2012,Мархуз_Произвольная_точка_бифуркации.txt,Мархуз,Произвольная точка бифуркации,1895,Мархуз,Произвольная точка бифуркации,,Группа попаданцев зарабатывает денежки на авантюрах с целью купить (арендовать) у России Сахалин.,***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/m/marhuz/st280181.shtml,,,#Н/Д,1895.0,,,,+++++,,samlib.ru,419
4.19*83,30/08/2008,Андреев_Александр_1._Главное_-_воля!.txt,Андреев Александр,1. Главное - воля!,1894,Андреев Александр,1. Главное - воля!,Мировой пожар,"Попаданка в Аликс - невесту императора Николая II. Симбиот. Сама Аликс отвечает за отношения с Николаем, а попаданка гоняет в хвост и гриву всяких министров и занимается крутым прогрессорством.",***,3,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/a/andreew_aleksandr_wasilxewich/glawnoe-wolja.shtml,,,#Н/Д,1894.0,,,,+++++,,samlib.ru,540
5.26*10,05/09/2008,Андреев_Александр_2._Из_искры....txt,Андреев Александр,2. Из искры...,1894,Андреев Александр,2. Из искры...,Мировой пожар,"Попаданка в Аликс - невесту императора Николая II. Симбиот. Сама Аликс отвечает за отношения с Николаем, а попаданка гоняет в хвост и гриву всяких министров и занимается крутым прогрессорством.",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/a/andreew_aleksandr_wasilxewich/kn2-ch2.shtml,,,#Н/Д,1894.0,,,,+++++,,samlib.ru,231
5.69*13,19/04/2009,Андреев_Александр_3._Мировой_пожар._Ваше_слово.txt,Андреев Александр,3. Мировой_пожар. Ваше слово,1894,Андреев Александр,3. Мировой_пожар. Ваше слово,Мировой пожар,"Попаданка в Аликс - невесту императора Николая II. Симбиот. Сама Аликс отвечает за отношения с Николаем, а попаданка гоняет в хвост и гриву всяких министров и занимается крутым прогрессорством.",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/a/andreew_aleksandr_wasilxewich/kn3-chastx2.shtml,,,#Н/Д,1894.0,,,,+++++,,samlib.ru,176
4.90*11,28/09/2008,Андреев_Александр_3._Мировой_пожар._Фитиль_Для_Порохового_Погреба.txt,Андреев Александр,3. Мировой_пожар. Фитиль Для Порохового Погреба,1894,Андреев Александр,3. Мировой_пожар. Фитиль Для Порохового Погреба,Мировой пожар,"Попаданка в Аликс - невесту императора Николая II. Симбиот. Сама Аликс отвечает за отношения с Николаем, а попаданка гоняет в хвост и гриву всяких министров и занимается крутым прогрессорством.",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/a/andreew_aleksandr_wasilxewich/kniga3mirowojpozhar.shtml,,,#Н/Д,1894.0,,,,+++++,,samlib.ru,187
7.38*9,29/12/2008,Никитин_Дмитрий_Тинг_Победитель.txt,Никитин Дмитрий,Тинг Победитель,1894,Никитин Дмитрий,Тинг Победитель,,"Дружеский китайский ответ на ""Варяг"" Г. Б. Дойникова",**,2,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/n/nikitin_d_n/ting1.shtml,,,#Н/Д,1894.0,,,,+++++,,samlib.ru,139
6.68*78,09/11/2019,Буланов_Константин_4._Балтийские_патриоты.txt,Буланов Константин,4. Балтийские патриоты,1893,Буланов Константин,4. Балтийские патриоты,Вымпел мертвых,"К внимаю мореманов и просто любителей альтернативной истории. Уже написано немало произведений посвященных Русско-Японской войне 1904-1905 годов, но ведь и до нее в мире хватало конфликтов имевших немало шансов повлиять на восприятие Российской Империи ""ведущими игроками"". А уж если за коррекцию истории берется вооруженный знаниями о грядущем признанный мастер своего дела, которому на сей раз было суждено выжить, врагам Государства Российского остается только скрипеть зубами.",****,4,закончено,#Н/Д,#Н/Д,ссылка,OK,,,просмотрено pesh 14/02/23,,,http://samlib.ru/b/bulanow_k_n/kondotxery4.shtml,,,#Н/Д,1893.0,,,,+++++,,samlib.ru,42
-,29/11/2012,Борискин_Александр_1._Хроника_выживания.txt,Борискин Александр,1. Хроника выживания,1892,Борискин Александр,1. Хроника выживания,Семья попаданцев,"Попав из 21-го в 19-ый век, вместе с детьми от 3-х до 15-ти лет, вместе с дачей, попаданцы, один из которых священник РПЦ, начали приспосабливаться к новой жизни.",**,2,закончено,#Н/Д,#Н/Д,ссылка,OK,,,просмотрено pesh 14/02/23,,,http://samlib.ru/b/boriskin_a_a/kniga3doc.shtml,,,#Н/Д,1892.0,,,,+++++,,samlib.ru,228
-,26/03/2013,Борискин_Александр_2._Хроника_становления.txt,Борискин Александр,2. Хроника становления,1892,Борискин Александр,2. Хроника становления,Семья попаданцев,"Попав из 21-го в 19-ый век, вместе с детьми от 3-х до 15-ти лет, вместе с дачей, попаданцы, один из которых священник РПЦ, начали приспосабливаться к новой жизни.",**,2,закончено,#Н/Д,#Н/Д,ссылка,OK,,,просмотрено pesh 14/02/23,,,http://samlib.ru/b/boriskin_a_a/kniga4doc.shtml,,,#Н/Д,1892.0,,,,+++++,,samlib.ru,266
3.49*25,07/04/2019,"Петров_Сергио_Туда_и_обратно,_из_века_21_в_век_19.txt",Петров Сергио,"Туда и обратно, из века 21 в век 19",1889,Петров Сергио,"Туда и обратно, из века 21 в век 19",,"Авторам в жанре АИ,что пишут многотомные тексты, но при этом даже википедию не осилили.",***,3,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/p/petrow_sergio/jawidelson.shtml,,,#Н/Д,1889.0,,,,+++++,,samlib.ru,902
6.10*108,26/09/2019,Ефремов_Александр_1._Часть_I.txt,Ефремов Александр,1. Часть I,1886,Ефремов Александр,1. Часть I,Там алеет заря,"Фанфик на цикл Кулакова ""Александр Агренев""",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/e/efremow_a_j/tamaleetzarja.shtml,,,#Н/Д,1886.0,,,,+++++,,samlib.ru,363
6.59*71,26/09/2019,Ефремов_Александр_2._Часть_II.txt,Ефремов Александр,2. Часть II,1886,Ефремов Александр,2. Часть II,Там алеет заря,"Фанфик на цикл Кулакова ""Александр Агренев""",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/e/efremow_a_j/tamaleetzarja2.shtml,,,#Н/Д,1886.0,,,,+++++,,samlib.ru,275
6.30*53,03/05/2019,Ефремов_Александр_3._Часть_III.txt,Ефремов Александр,3. Часть III,1886,Ефремов Александр,3. Часть III,Там алеет заря,"Фанфик на цикл Кулакова ""Александр Агренев""",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/e/efremow_a_j/tamaleetzarja3.shtml,,,#Н/Д,1886.0,,,,+++++,,samlib.ru,282
7.44*48,14/06/2019,Ефремов_Александр_4._Часть_IV.txt,Ефремов Александр,4. Часть IV,1886,Ефремов Александр,4. Часть IV,Там алеет заря,"Фанфик на цикл Кулакова ""Александр Агренев""",***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/e/efremow_a_j/tamaleetzarja4.shtml,,,#Н/Д,1886.0,,,,+++++,,samlib.ru,267
6.31*36,06/10/2019,Ефремов_Александр_5._Часть_V._Будущее_неизвестно.txt,Ефремов Александр,5. Часть V. Будущее неизвестно,1886,Ефремов Александр,5. Часть V. Будущее неизвестно,Там алеет заря,"Фанфик на цикл Кулакова ""Александр Агренев""",***,3,закончено,39,ссылка на обзор,ссылка,OK,,,,,,http://samlib.ru/e/efremow_a_j/budusheeneizwestno.shtml,,,https://author.today/post/75930,1886.0,,,,+++++,,samlib.ru,384
6.74*54,08/05/2020,Ефремов_Александр_6._Часть_VI._Выбор_за_нами.txt,Ефремов Александр,6. Часть VI. Выбор за нами,1886,Ефремов Александр,6. Часть VI. Выбор за нами,Там алеет заря,"Фанфик на цикл Кулакова ""Александр Агренев""",***,3,пишется,54,ссылка на обзор,ссылка,OK,,,,,,http://samlib.ru/e/efremow_a_j/wybor.shtml,1.0,,https://author.today/post/89462,1886.0,,,,+++++,,samlib.ru,402
2.91*83,08/03/2006,Жоров_Алексей_Миша-Мишутка_Романов.txt,Жоров Алексей,Миша-Мишутка Романов,1880,Жоров Алексей,Миша-Мишутка Романов,,"Вам оттяпали РУКУ в перестрелке? Вас бросила ЖЕНА, забрав квартиру и детей? Не отчаивайтесь. Поезжайте в славный город ОБНИНСК. Станьте подопытной крысой тамошних учённых. И у Вас появиться ШАНС прожить жизнь заново. Правда, вы окажетесь в другой реальности и другом теле. В теле двухлетнего МИШИ РОМАНОВА, в году 1880 от рождества христова.",**,2,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/z/zhorow_a_a/misha-mishutkaromanow.shtml,,,#Н/Д,1880.0,,,,+++++,,samlib.ru,259
4.26*51,22/10/2014,Мархуз_1._Книга_I.txt,Мархуз,1. Книга I,1875,Мархуз,1. Книга I,Детище архангела Азраила,Полусоциалистический булкохруст и бандитизм в отношении Великой-превеликой Британии и прочих ей равных.,***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/m/marhuz/sm28001.shtml,,,#Н/Д,1875.0,,,,+++++,,samlib.ru,446
8.20*10,23/10/2019,Мархуз_2._Книга_II.txt,Мархуз,2. Книга II,1875,Мархуз,2. Книга II,Детище архангела Азраила,Полусоциалистический булкохруст и бандитизм в отношении Великой-превеликой Британии и прочих ей равных.,***,3,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/m/marhuz/sm28003.shtml,,,#Н/Д,1875.0,,,,+++++,,samlib.ru,311
4.20*40,19/03/2017,Волынец_Олег_Двойной_писатель.txt,Волынец Олег,Двойной писатель,1870,Волынец Олег,Двойной писатель,,"Попаданец в Льва Толстого из мира, похожего на ""Ядерный рассвет"" Березина.",**,2,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/w/wolynec_o_a/dwojnojpisatelx.shtml,,,#Н/Д,1870.0,,,,+++++,,samlib.ru,178
5.31*91,27/02/2019,Байдичев_Константин_Скользкая_дорога.txt,Байдичев Константин,Скользкая дорога,1869,Байдичев Константин,Скользкая дорога,,В результате ДТП очнулся в тайге позапрошлого века.,***,3,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/b/bajdichew_k/pervay.shtml,,,#Н/Д,1869.0,,,,+++++,,samlib.ru,453
-,26/10/2009,Тюрин_Виктор_Хочешь_Жить_-_Стреляй_Первым.txt,Тюрин Виктор,Хочешь Жить - Стреляй Первым,1869,Тюрин Виктор,Хочешь Жить - Стреляй Первым,,Попаданец в тело известного на Диком Западе бандита Джека Льюиса.,****,4,закончено,#Н/Д,#Н/Д,ссылка,OK,,,ссылка pesh 20/2,,,http://samlib.ru/t/tjurin_w_i/2009-3.shtml,,,#Н/Д,1869.0,,,,+++++,,samlib.ru,74
3.58*31,23/11/2011,"Поляков_Андрей_Мы_рождены,_чтоб_сказку_сделать_былью.txt",Поляков Андрей,"Мы рождены, чтоб сказку сделать былью",1868,Поляков Андрей,"Мы рождены, чтоб сказку сделать былью",,Группа попаданцев в Красноярск 1868 года. Прогрессорство.,**,2,застой,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/p/poljakow_andrej_dmitriewich/mi_rozdeni.shtml,,,#Н/Д,1868.0,,,,+++++,,samlib.ru,63
3.37*124,23/04/2022,Волынец_Олег_1._Союз_Робинзонов.txt,Волынец Олег,1. Союз Робинзонов,1865,Волынец Олег,1. Союз Робинзонов,Союз робинзонов,Четверо друзей поехали пить на хутор и перенеслись вместе с хутором. Попали на остров и встретили американцев...,**,2,закончено,#Н/Д,#Н/Д,ссылка,OK,,,,,,http://samlib.ru/editors/w/wolynec_o_a/alkashi-robinzony.shtml,,,#Н/Д,1865.0,,,,+++++,,samlib.ru,589
6.01*9,22/03/2021,Волынец_Олег_2._Агенты_Прометея.txt,Волынец Олег,2. Агенты Прометея,1865,Волынец Олег,2. Агенты Прометея,Союз робинзонов,"Робинзоны с острова Линкольна приплыли к цивилизации, и на пути у них приключения, уже в Средиземном море. О переселенцах на север.",**,2,пишется,143,ссылка на обзор,ссылка,OK,,,,,,http://samlib.ru/w/wolynec_o_a/agentyprometeja.shtml,1.0,,https://zen.yandex.ru/media/backinussr/novosti-janra-popadancy-v-proshloe-143-60cad227f7ddc664b1e2bde9,0.0,,,,+++++,,samlib.ru,295
4.90*47,30/01/2020,Иванов_Петр_Полет_над_бездной.txt,Иванов Петр,Полет над бездной,1861,Иванов Петр,Полет над бездной,,"Попаданец в 1861 год. Насколько я понял, будет больше не приключенческий, а ""производственный"" роман с прогрессороством.",***,3,застой,60,ссылка на обзор,ссылка,OK,,,заброшено pesh 15/2,,,http://samlib.ru/i/iwanow_petr_iwanowich/hellcat.shtml,,,https://author.today/post/95722,1861.0,,,,+++++,,samlib.ru,621
